Number,English sentence,Polish sentence,Number of words,Number of letters,Valence all,Arousal all,Dominance all,Origin all,Significance all,Source all,Valence Main Sample,Valence Main Sample,Valence Main Sample,Valence Main Sample Female,Valence Main Sample Female,Valence Main Sample Female,Valence Main Sample Male,Valence Main Sample Male,Valence Main Sample Male,Valence psych,Valence psych,Valence psych,Arousal Main Sample,Arousal Main Sample,Arousal Main Sample,Arousal Main Sample Female,Arousal Main Sample Female,Arousal Main Sample Female,Arousal Main Sample  Male,Arousal Main Sample  Male,Arousal Main Sample  Male,Arousal psych,Arousal psych,Arousal psych,Dominance Main Sample,Dominance Main Sample,Dominance Main Sample,Dominance Main Sample Female,Dominance Main Sample Female,Dominance Main Sample Female,Dominance Main Sample Male,Dominance Main Sample Male,Dominance Main Sample Male,Dominance psych,Dominance psych,Dominance psych,Origin Main Sample,Origin Main Sample,Origin Main Sample,Origin Main Sample Female,Origin Main Sample Female,Origin Main Sample Female,Origin Main Sample Male,Origin Main Sample Male,Origin Main Sample Male,Origin psych,Origin psych,Origin psych,Significance Main Sample,Significance Main Sample,Significance Main Sample,Significance Main Sample Female,Significance Main Sample Female,Significance Main Sample Female,Significance Main Sample Male,Significance Main Sample Male,Significance Main Sample Male,Significance psych,Significance psych,Significance psych,Source Main Sample,Source Main Sample,Source Main Sample,Source Main Sample Female,Source Main Sample Female,Source Main Sample Female,Source Main Sample Male,Source Main Sample Male,Source Main Sample Male,Source psych,Source psych,Source psych,,,,,,,,,,
401,I hate myself so much that I am nauseated and I vomit from saying my own name. ,"Nienawidzę siebie tak bardzo, że mdli mnie i rzygam z powodu wymawiania swojego imienia i nazwiska.",16,99,1.81,5.31,3.25,3.92,5.19,3.49,52,1.81,1.67,25,1.64,1.47,27,1.96,1.84,,,,52,5.31,3.14,26,5.88,3.3,26,4.73,2.98,,,,51,3.25,3.07,25,2.52,2.91,26,3.96,3.23,,,,53,3.92,2.52,27,3.78,2.54,26,4.08,2.51,,,,52,5.19,3.05,26,6.04,3.14,26,4.35,2.97,,,,51,3.49,2.78,26,3.35,2.83,25,3.64,2.71,,,,472200.4375,46138.5,10.35,0.29,0.07,0.21,0.07,0.21,0.07,0.07
402,"I hated myself completely for my lack of masculinity, snotty boyishness in dirty underpants.","Nienawidziłem siebie doszczętnie przez moją antymęskość, zasmarkaną chłopcowatość w brudnych majtkach.",11,102,2.49,5.69,2.76,4,4.88,3.88,51,2.49,1.79,26,2.27,1.6,25,2.72,1.99,,,,52,5.69,2.63,26,5.19,2.73,26,6.19,2.53,,,,51,2.76,1.84,25,2.4,1.69,26,3.12,1.97,,,,52,4,2.14,26,4.27,1.89,26,3.73,2.4,,,,52,4.88,2.82,26,4.85,2.79,26,4.92,2.85,,,,51,3.88,2.38,25,3.64,2.27,26,4.12,2.49,,,,230037.8889,537,8.17,0.13,0.38,0.13,0.13,0.00,0.25,0.00
403,"Unfortunately, the wheel of chance is seldom turned by the power of our dreams.","Niestety, rzadko kołem zdarzeń obraca siła naszych marzeń. ",9,59,3.79,3.23,3.52,5.38,4.66,4.61,52,3.79,1.86,26,3.81,1.93,26,3.77,1.8,,,,52,3.23,2.14,26,3.54,2.26,26,2.92,2.02,,,,52,3.52,2.31,26,3.77,2.3,26,3.27,2.31,,,,52,5.38,2.59,26,5.42,2.46,26,5.35,2.72,,,,53,4.66,2.39,26,4.42,2.34,27,4.89,2.43,,,,51,4.61,2.78,26,4.58,2.82,25,4.64,2.74,,,,5374.428571,2661,7.65,0.33,0.17,0.17,0.17,0.00,0.00,0.17
404,"No matter how much it hurts, it is emotions, both the good and the bad, that make us human.","Nieważne jak bardzo boli, to uczucia czynią nas ludźmi, zarówno te dobre jak i te złe.",16,86,5.69,4.88,5.54,3.31,5.73,3.52,52,5.69,1.62,26,5.96,1.56,26,5.42,1.68,,,,51,4.88,2.42,25,4.68,2.38,26,5.08,2.46,,,,52,5.54,2.51,26,5.62,2.45,26,5.46,2.57,,,,52,3.31,2.04,26,2.88,1.78,26,3.73,2.29,,,,52,5.73,2.47,26,5.77,2.72,26,5.69,2.21,,,,52,3.52,2.38,26,2.65,2.43,26,4.38,2.34,,,,409547.3125,70804,10.85,0.20,0.33,0.13,0.07,0.27,0.00,0.00
405,"Roman slaves were used for the hardest work, some as teachers. ","Niewolnicy rzymscy byli używani do najcięższych prac, niektórzy jako nauczyciele.",10,81,4.52,4.4,4.08,6.21,4.67,5.42,52,4.52,2.17,26,3.92,2.32,26,5.12,2.01,,,,52,4.4,2.18,26,4.23,2.18,26,4.58,2.17,,,,52,4.08,2.86,26,3.54,2.9,26,4.62,2.82,,,,52,6.21,2.4,26,6.27,2.58,26,6.15,2.22,,,,52,4.67,2.57,26,5,2.77,26,4.35,2.37,,,,52,5.42,2.21,26,5.04,2.26,26,5.81,2.17,,,,5784,263,5.7,0.25,0.25,0.50,0.00,0.00,0.00,0.00
406,One is never satisfied with what one has.,"Nigdy nie jest dobrze tam, gdzie się jest.",8,42,3.62,3.71,4.17,4.94,4.08,4.02,52,3.62,1.92,26,3.23,1.92,26,4,1.92,,,,52,3.71,2.67,26,3.08,2.51,26,4.35,2.84,,,,52,4.17,2.36,26,4.31,2.25,26,4.04,2.47,,,,52,4.94,2.94,26,5.15,2.97,26,4.73,2.91,,,,52,4.08,2.15,26,4.23,2.18,26,3.92,2.11,,,,52,4.02,2.44,26,3.96,2.45,26,4.08,2.43,,,,1186931,772050.5,13.36,0.00,0.00,0.25,0.13,0.00,0.00,0.63
407,I never thought that another person could make me so happy.,"Nigdy nie sądziłem, że drugi człowiek może sprawić, że poczuję się tak szczęśliwy.",13,82,7.79,6.79,5.6,2.92,6.65,5.41,52,7.79,1.71,25,8.16,1.62,27,7.44,1.79,,,,52,6.79,2.33,26,7.27,2.26,26,6.31,2.4,,,,52,5.6,2.38,26,5.5,2.31,26,5.69,2.45,,,,52,2.92,2.45,26,2.38,2.47,26,3.46,2.43,,,,52,6.65,2.51,26,7.12,2.63,26,6.19,2.39,,,,51,5.41,2.7,26,4.88,2.93,25,5.96,2.47,,,,787205.1538,143381,11.38,0.08,0.15,0.23,0.00,0.15,0.00,0.38
408,Never trust a person  who is always smiling.,"Nigdy nie ufaj człowiekowi, który ciągle się uśmiecha.",8,54,4.75,3.62,5.29,6.44,4.1,4.13,52,4.75,2.27,26,4.46,2.19,26,5.04,2.34,,,,52,3.62,2.12,26,3.88,2.21,26,3.35,2.03,,,,52,5.29,2.5,26,5.27,2.48,26,5.31,2.52,,,,52,6.44,2.27,26,7.04,2.02,26,5.85,2.53,,,,52,4.1,2.33,26,3.5,2,26,4.69,2.66,,,,52,4.13,2.56,26,3.96,2.63,26,4.31,2.5,,,,794931.5,58202.5,10.46,0.13,0.13,0.25,0.13,0.00,0.00,0.38
409,"Never forget about who you are, because the world certainly won’t.","Nigdy nie zapominaj o tym, kim jesteś, bo świat na pewno o tym nie zapomni.",15,75,5.89,4.75,6.13,5.48,5.94,4.71,53,5.89,1.96,27,6.56,1.6,26,5.19,2.33,,,,52,4.75,2.44,26,4.81,2.29,26,4.69,2.59,,,,52,6.13,2.65,26,6,2.88,26,6.27,2.42,,,,52,5.48,2.75,26,4.96,2.77,26,6,2.73,,,,52,5.94,2.68,26,6.08,2.57,26,5.81,2.78,,,,56,4.71,2.92,26,4.69,3.06,30,4.73,2.8,,,,816717.8667,309861,11.98,0.27,0.00,0.20,0.07,0.07,0.20,0.20
410,Nobody wanted to kill anyone or even imagined that it might come to that.,"Nikt przecież nie chciał zabić i nawet nie wyobrażał sobie, że może do tego dojść.",15,82,2.78,5.63,4.27,4.98,6,4.73,51,2.78,1.71,26,2.42,1.69,25,3.16,1.73,,,,52,5.63,2.33,26,6.35,2.33,26,4.92,2.34,,,,51,4.27,2.36,25,3.84,2.43,26,4.69,2.3,,,,52,4.98,2.39,26,4.85,2.17,26,5.12,2.6,,,,52,6,2.37,26,6.08,2.81,26,5.92,1.92,,,,52,4.73,2.21,26,4.65,2.39,26,4.81,2.03,,,,842764.7333,190674,11.77,0.14,0.00,0.29,0.00,0.14,0.07,0.36
411,Normality is the first symptom of a deadly disease.,Normalność to pierwszy symptom śmiertelnej choroby.,6,51,5.02,3.9,4.31,5.87,4.78,4.8,53,5.02,1.53,27,4.78,1.59,26,5.27,1.47,,,,52,3.9,2.52,26,3.96,2.35,26,3.85,2.68,,,,51,4.31,2.09,26,4.38,1.97,25,4.24,2.21,,,,53,5.87,2.46,27,6.19,2.19,26,5.54,2.74,,,,51,4.78,2.43,25,5.32,2.38,26,4.27,2.47,,,,50,4.8,2.77,24,5.17,2.72,26,4.46,2.81,,,,483992,1337,7.85,0.67,0.33,0.00,0.00,0.00,0.00,0.00
412,A tumor that develops inside us at the expense of healthy tissue will at some point begin to spread throughout the body.,"Nowotwór, który rozwija się w nas kosztem zdrowych tkanek, w pewnym momencie zaczyna rozprzestrzeniać się po całym organizmie.",18,126,2.25,5.75,3.29,6.56,6.5,4.33,52,2.25,1.93,26,1.92,1.73,26,2.58,2.13,,,,52,5.75,2.46,26,6.15,2.51,26,5.35,2.4,,,,52,3.29,2.68,26,3.35,3.09,26,3.23,2.27,,,,52,6.56,2.28,26,6.65,1.83,26,6.46,2.74,,,,52,6.5,2.62,26,7.12,2.69,26,5.88,2.54,,,,52,4.33,2.6,26,5.04,2.72,26,3.62,2.47,,,,485335.3889,8993.5,9.48,0.29,0.24,0.18,0.00,0.00,0.18,0.12
413,"We call it honesty when you give back a dollar you found; when you give back a hundred, then it’s stupidity.","O uczciwości mówimy, gdy oddasz znalezioną złotówkę, gdy oddasz stówę, to już głupota.",13,86,4.6,5.27,5.06,6.2,4.7,4.46,52,4.6,2.3,26,4.77,2.01,26,4.42,2.6,,,,52,5.27,2.26,26,5.04,2.25,26,5.5,2.26,,,,53,5.06,2.09,26,4.85,1.99,27,5.26,2.19,,,,51,6.2,2.59,26,6.42,2.31,25,5.96,2.88,,,,53,4.7,2.16,27,3.74,2.16,26,5.69,2.15,,,,50,4.46,2.43,24,4.79,2.31,26,4.15,2.55,,,,322899.8462,1393,8.55,0.38,0.00,0.31,0.00,0.15,0.08,0.08
414,"Dinner looked delicious as usual, and smelled equally good.",Obiad wyglądał jak zwykle smakowicie i równie pięknie pachniał.,9,63,8.11,5.18,6.19,4.31,4.46,5,53,8.11,1.23,26,8.46,1.06,27,7.78,1.39,,,,51,5.18,2.59,26,4.08,2.9,25,6.32,2.27,,,,52,6.19,1.99,26,6.62,2.11,26,5.77,1.86,,,,51,4.31,2.54,25,3.68,2.69,26,4.92,2.4,,,,52,4.46,2.46,26,4,2.2,26,4.92,2.73,,,,52,5,2.7,26,5.27,2.62,26,4.73,2.79,,,,252975.4444,7053,9.11,0.22,0.00,0.22,0.33,0.22,0.00,0.00
415,"They both remained in limbo in the vacuum of the universe, where love was the only daily and eternal reality.","Oboje pozostali w zawieszeniu w próżni wszechświata, gdzie jedyną rzeczywistością codzienną i wieczną była miłość.",15,114,5.77,3.86,4.9,2.44,5.81,3.49,52,5.77,2.46,26,6.08,2.31,26,5.46,2.6,,,,56,3.86,2.46,26,4.31,2.35,30,3.47,2.55,,,,52,4.9,2.39,26,5.04,2.45,26,4.77,2.33,,,,52,2.44,2.16,26,2.08,2.37,26,2.81,1.95,,,,52,5.81,2.27,26,6.08,2.22,26,5.54,2.32,,,,51,3.49,2.1,25,3.44,1.96,26,3.54,2.24,,,,357919.4667,8056,9.13,0.36,0.21,0.14,0.00,0.07,0.14,0.07
416,Indifference often is more harmful than overt antipathy.,Obojętność często wyrządza więcej krzywd niż jawna niechęć.,8,59,4.27,5.27,4.27,4.65,5.53,4.58,52,4.27,1.75,26,4.46,1.85,26,4.08,1.66,,,,52,5.27,2.95,26,5.65,3.02,26,4.88,2.89,,,,52,4.27,2.42,26,4.12,2.38,26,4.42,2.46,,,,52,4.65,2.31,26,4.65,2.64,26,4.65,1.97,,,,51,5.53,2.35,25,5.28,2.59,26,5.77,2.12,,,,52,4.58,2.35,26,4.58,2.4,26,4.58,2.3,,,,21017.375,214.5,6.81,0.43,0.14,0.14,0.14,0.14,0.00,0.00
417,Education is compulsory in Poland to the age of 18.,Obowiązek nauki w Polsce istnieje do ukończenia 18 roku życia.,10,62,5.54,2.94,4.39,7.13,4.73,6.02,52,5.54,2.09,26,6.04,1.9,26,5.04,2.29,,,,53,2.94,2.02,26,2.73,1.8,27,3.15,2.23,,,,51,4.39,2.63,26,4.85,2.65,25,3.92,2.6,,,,52,7.13,2.31,26,7.27,2.46,26,7,2.15,,,,51,4.73,2.91,25,4.44,2.83,26,5,2.98,,,,52,6.02,2.33,26,6.15,2.46,26,5.88,2.19,,,,292487.8,9019,9.46,0.56,0.00,0.22,0.00,0.00,0.22,0.00
418,The ritual procession passed the city gate amid the laments and howls of the flagellants.,Obrzędowa procesja przekroczyła bramę miasta wśród lamentu i skowytu biczowników.,10,81,3.81,4.12,3.9,3.83,4.42,5.36,52,3.81,2.17,26,3.38,2.03,26,4.23,2.31,,,,52,4.12,2.54,26,4.5,2.6,26,3.73,2.47,,,,52,3.9,2.41,26,3.88,2.43,26,3.92,2.38,,,,52,3.83,2.65,26,3.77,2.59,26,3.88,2.71,,,,52,4.42,2.38,26,4.65,2.27,26,4.19,2.49,,,,53,5.36,2.43,26,5.58,2.54,27,5.15,2.33,,,,185587.875,902.5,6.48,0.63,0.00,0.13,0.00,0.13,0.13,0.00
419,Rituals in primitive cultures are often connected with body mutilation and the sight of them can evoke revulsion.,Obrzędy w kulturach pierwotnych często związane są z okaleczaniem ciała a ich widok może wywoływać obrzydzenie.,16,111,2.67,5.94,4.08,5.12,5.44,5.06,52,2.67,1.83,26,2.42,1.89,26,2.92,1.78,,,,52,5.94,2.55,26,6.46,2.61,26,5.42,2.5,,,,52,4.08,2.5,26,4.04,2.49,26,4.12,2.51,,,,52,5.12,2.64,26,5.35,2.59,26,4.88,2.69,,,,52,5.44,2.52,26,6.23,2.65,26,4.65,2.39,,,,52,5.06,2.47,26,5.5,2.49,26,4.62,2.44,,,,285700.4375,8273.5,8.72,0.33,0.07,0.27,0.07,0.07,0.13,0.07
420,"Lustily, he watched her breasts, bouncing to the rhythm of his movements.",Obserwował z pożądaniem jej podskakujące w rytmie jego ruchów piersi.,10,69,7.4,6.1,6.02,2.94,5.22,4.86,52,7.4,1.21,26,6.35,1.56,26,8.46,0.87,,,,52,6.1,2.75,26,5.88,2.74,26,6.31,2.77,,,,52,6.02,2.74,26,5.31,2.9,26,6.73,2.58,,,,53,2.94,2.46,27,2.67,2.31,26,3.23,2.61,,,,51,5.22,2.49,25,4.56,2.58,26,5.85,2.41,,,,51,4.86,2.91,26,4.31,2.83,25,5.44,2.98,,,,350789.7,2298,8.65,0.50,0.00,0.25,0.00,0.00,0.25,0.00
421,"May our country have more such citizens, who bring it renown in the world.","Oby nasz kraj miał więcej takich obywateli, co rozsławiają jego imię w świecie.",13,79,6.79,4.16,6.32,5.38,5.98,5.13,52,6.79,1.96,26,6.88,1.88,26,6.69,2.04,,,,51,4.16,2.47,25,4.2,2.27,26,4.12,2.68,,,,53,6.32,2.17,27,6.22,2.07,26,6.42,2.28,,,,52,5.38,2.1,26,6.12,2.33,26,4.65,1.86,,,,52,5.98,2.45,26,6,2.58,26,5.96,2.31,,,,52,5.13,2.67,26,5.19,2.79,26,5.08,2.54,,,,292007.25,33540,10.62,0.50,0.20,0.10,0.00,0.00,0.10,0.10
422,From time to time it is good for someone to ridicule us; otherwise we start to take ourselves too seriously.,"Od czasu do czasu dobrze jest, żeby ktoś trochę z nas zadrwił, inaczej zaczynamy traktować siebie zbyt poważnie.",18,112,5.4,4.25,4.7,5.02,4.88,4.21,52,5.4,2.2,26,5.08,2.24,26,5.73,2.16,,,,52,4.25,2.46,26,4.27,2.47,26,4.23,2.44,,,,50,4.7,1.94,24,4.46,1.95,26,4.92,1.93,,,,53,5.02,2.46,27,4.81,2.39,26,5.23,2.54,,,,52,4.88,2.25,26,4.23,2.26,26,5.54,2.23,,,,52,4.21,2.28,26,4.04,2.35,26,4.38,2.21,,,,277621.4444,76700,10.92,0.25,0.00,0.25,0.13,0.06,0.19,0.13
423,"He had wanted to be a pilot ever since he was a child, and this year he fulfilled this dream.","Od dziecka chciał zostać pilotem, a w tym roku spełnił swoje marzenie.",12,70,7.9,6.12,7.33,5.21,7.17,4.37,52,7.9,1.32,26,8.23,1.02,26,7.58,1.62,,,,51,6.12,2.6,25,5.72,3.02,26,6.5,2.19,,,,52,7.33,2.64,26,7.85,2.55,26,6.81,2.73,,,,52,5.21,2.91,26,5.35,2.93,26,5.08,2.89,,,,52,7.17,2.12,26,7.27,2.02,26,7.08,2.23,,,,51,4.37,2.66,25,4.8,2.92,26,3.96,2.4,,,,271996.1667,31415.5,10.4,0.33,0.08,0.33,0.00,0.08,0.17,0.00
424,A sexy blonde separated from the group of students and approached us.,Od grupki studentów odłączyła się seksowna blondynka i podeszła do nas.,11,71,6.47,4.83,6.44,2.79,3.83,5.56,53,6.47,1.84,27,5.3,2.15,26,7.69,1.51,,,,52,4.83,2.76,26,4.23,2.76,26,5.42,2.76,,,,52,6.44,1.97,26,6.04,1.88,26,6.85,2.06,,,,52,2.79,1.85,26,3.31,2,26,2.27,1.7,,,,52,3.83,2.5,26,2.77,2.41,26,4.88,2.59,,,,52,5.56,2.76,26,5.08,2.74,26,6.04,2.78,,,,472862.2727,1196,9.22,0.30,0.10,0.20,0.00,0.10,0.20,0.10
425,"We have been living beside each other for some time, not meeting too often.","Od jakiegoś czasu żyjemy obok siebie, nie spotykając się zbyt często.",11,69,3.29,4.77,4.44,4.63,5.42,4.08,52,3.29,1.67,26,2.65,1.64,26,3.92,1.7,,,,52,4.77,2.23,26,5.15,2.26,26,4.38,2.19,,,,52,4.44,2.62,26,3.92,2.68,26,4.96,2.57,,,,52,4.63,1.94,26,4.58,1.81,26,4.69,2.08,,,,52,5.42,2.05,26,5.65,2.05,26,5.19,2.05,,,,52,4.08,1.97,26,3.81,1.86,26,4.35,2.08,,,,596258,43919,10.52,0.10,0.10,0.20,0.10,0.00,0.20,0.30
426,"From the cradle to the grave, all of life is eternal longing.","Od kołyski do samej trumny, całe życie nasze wiecznym jest pragnieniem!",11,71,5.23,4.77,4.9,3.69,5.42,4.14,52,5.23,1.85,26,5.35,1.85,26,5.12,1.85,,,,52,4.77,2.43,26,5.19,2.2,26,4.35,2.67,,,,52,4.9,2.41,26,4.69,2.37,26,5.12,2.45,,,,52,3.69,2.4,26,2.69,2.42,26,4.69,2.37,,,,53,5.42,2.17,26,6.15,2.25,27,4.7,2.09,,,,51,4.14,2.39,26,4.08,2.34,25,4.2,2.43,,,,271652.6,28375,9.81,0.20,0.40,0.20,0.00,0.00,0.20,0.00
427,She had been sick for a week and felt worse with every passing day.,Od tygodnia chorowała i z każdym dniem czuła się coraz gorzej.,11,62,2.58,4.38,2.92,4.94,6.88,3.71,52,2.58,1.29,25,2.52,1.17,27,2.63,1.4,,,,52,4.38,2.6,26,4.65,2.57,26,4.12,2.63,,,,52,2.92,1.66,26,2.58,1.8,26,3.27,1.53,,,,52,4.94,2.42,26,5.19,2.45,26,4.69,2.39,,,,52,6.88,2.1,26,6.88,2.47,26,6.88,1.73,,,,51,3.71,3.04,26,3.46,3.3,25,3.96,2.77,,,,489390.1818,8208,10.09,0.18,0.09,0.18,0.09,0.09,0.18,0.18
428,"Sensing a tingle in our left hand, we might be experiencing the first symptom of a heart attack.",Odczuwając mrowienie w lewej ręce możemy doświadczać pierwszego symptomu zawału serca.,11,86,3.17,4.76,4.29,6.58,6.6,3.92,52,3.17,1.46,26,2.46,1.18,26,3.88,1.74,,,,51,4.76,2.61,26,4.19,2.68,25,5.36,2.53,,,,52,4.29,2.12,26,4.27,1.88,26,4.31,2.37,,,,52,6.58,2.54,26,6.88,2.68,26,6.27,2.4,,,,50,6.6,2.47,24,7.54,2.06,26,5.73,2.85,,,,53,3.92,2.36,27,4.33,2.33,26,3.5,2.38,,,,173163.3636,3852,7.54,0.45,0.18,0.27,0.00,0.00,0.09,0.00
429,"Since her husband died in a car accident, Klara spends most of her time in bed sobbing.","Odkąd jej mąż zginął w wypadku samochodowym, Klara spędza większość dnia w łóżku i szlocha.",15,91,2.37,4.77,2.56,2.84,5.55,4.27,52,2.37,1.87,26,2.15,2.04,26,2.58,1.69,,,,52,4.77,2.97,26,4.62,3.21,26,4.92,2.74,,,,52,2.56,2.2,26,2,2.09,26,3.12,2.31,,,,50,2.84,2.51,25,2.68,2.56,25,3,2.46,,,,53,5.55,2.61,27,5.3,2.66,26,5.81,2.56,,,,52,4.27,2.83,26,4.04,2.69,26,4.5,2.97,,,,353890.2,9739,9.53,0.43,0.07,0.21,0.00,0.07,0.14,0.07
430,"He refused to drink fluids, causing extreme exhaustion of his body.",Odmówił przyjmowania płynów powodując skrajne wycieńczenie organizmu.,7,69,3.37,4.31,5.27,4.81,5.88,3.85,52,3.37,1.74,26,3,1.48,26,3.73,2.01,,,,52,4.31,2.1,26,4.12,1.83,26,4.5,2.37,,,,52,5.27,2.74,26,5.38,2.72,26,5.15,2.75,,,,52,4.81,2.83,26,4.69,2.91,26,4.92,2.76,,,,52,5.88,2.57,26,6.77,2.51,26,5,2.63,,,,53,3.85,2.59,26,3.69,2.76,27,4,2.42,,,,316.2857143,295,5.16,0.43,0.14,0.43,0.00,0.00,0.00,0.00
431,Father sold the nag to save mom sowing.,"Ojciec sprzedał szkapę, aby zaoszczędzić siania dla mamy.",8,57,5.42,4.62,4.08,4.5,4.37,4.69,52,5.42,2.04,26,5.31,2.24,26,5.54,1.84,,,,52,4.62,2.38,26,4.23,2.38,26,5,2.38,,,,52,4.08,2.63,26,3.77,2.5,26,4.38,2.76,,,,56,4.5,2.65,26,4.58,2.69,30,4.43,2.62,,,,52,4.37,2.88,26,4.77,2.75,26,3.96,3.01,,,,51,4.69,2.45,26,5.12,2.58,25,4.24,2.32,,,,67456,21516.5,8.09,0.38,0.00,0.38,0.00,0.13,0.13,0.00
432,"Alexa had an itchy, foul-smelling rash all over her body.","Ola miała swędząca, brzydko pachnącą wysypkę na całym ciele.",9,60,1.9,5.13,2.92,5.19,4.92,4.8,52,1.9,1.08,26,2,0.71,26,1.81,1.45,,,,52,5.13,2.56,26,5.96,2.58,26,4.31,2.54,,,,51,2.92,1.55,25,2.56,1.42,26,3.27,1.66,,,,53,5.19,2.01,27,4.81,2.11,26,5.58,1.9,,,,52,4.92,2.31,26,4.42,2.27,26,5.42,2.36,,,,51,4.8,2.86,26,4.31,3.02,25,5.32,2.69,,,,172804,325,7,0.33,0.11,0.33,0.11,0.00,0.11,0.00
433,"Alexa did not respond to her friends, worrying that they would reject her.",Ola nie odzywała się do koleżanek bojąc się ich odrzucenia.,10,59,3.5,4.25,2.63,5.4,4.88,4.23,52,3.5,1.82,26,3,1.88,26,4,1.76,,,,52,4.25,2.09,26,4.38,2.27,26,4.12,1.91,,,,52,2.63,1.74,26,2.58,1.44,26,2.69,2.05,,,,53,5.4,2.71,26,5.19,2.85,27,5.59,2.57,,,,51,4.88,2.66,26,5,2.76,25,4.76,2.55,,,,52,4.23,2.55,26,3.54,2.42,26,4.92,2.68,,,,956950.1,77885.5,9.54,0.33,0.00,0.22,0.00,0.00,0.11,0.33
434,Alexa lost twenty kilograms in a year thanks to tough workouts.,"Ola w ciągu roku zrzuciła dwadzieścia kilogramów, co zawdzięcza ciężkim treningom.",11,82,7.38,5.13,7.35,6.87,5.18,3.8,53,7.38,1.31,27,7.33,1.47,26,7.42,1.14,,,,52,5.13,1.89,26,5.85,1.79,26,4.42,1.99,,,,51,7.35,2.15,26,7.5,2.04,25,7.2,2.26,,,,53,6.87,2.38,27,7.3,2.3,26,6.42,2.47,,,,51,5.18,2.83,25,5.92,3.02,26,4.46,2.65,,,,50,3.8,2.54,24,3.21,2.53,26,4.35,2.56,,,,282970.2727,641,7.81,0.60,0.10,0.20,0.00,0.00,0.10,0.00
435,Alexa threw her cat from the 12th floor because she was tired of its meowing.,"Ola zrzuciła swojego kota z 12 piętra, bo znudziło ją jego miauczenie.",12,70,3.25,6.35,5.25,3.67,5.77,4.92,52,3.25,2.73,26,2.88,2.76,26,3.62,2.71,,,,52,6.35,2.96,26,6.85,2.99,26,5.85,2.94,,,,52,5.25,2.79,26,5.65,2.91,26,4.85,2.66,,,,52,3.67,2.74,26,3.96,2.8,26,3.38,2.68,,,,52,5.77,2.69,26,5.92,2.76,26,5.62,2.63,,,,52,4.92,2.95,26,4.35,2.9,26,5.5,2.99,,,,155745.0833,7643.5,8.43,0.33,0.11,0.33,0.00,0.11,0.11,0.00
436,"Olga, instead of going to work as a waitress, was sent to an escort service.",Olga zamiast do pracy jako kelnerka została wywieziona do agencji towarzyskiej.,11,79,2.9,6.56,2.26,4.71,6.56,6.73,52,2.9,2.4,26,1.92,1.88,26,3.88,2.93,,,,52,6.56,2.88,26,7.38,2.73,26,5.73,3.03,,,,53,2.26,2.35,26,2.04,2.37,27,2.48,2.32,,,,51,4.71,2.49,26,4.73,2.64,25,4.68,2.34,,,,52,6.56,2.29,26,6.42,2.48,26,6.69,2.1,,,,51,6.73,2.39,25,6.6,2.48,26,6.85,2.3,,,,202547.5455,10895,8.6,0.36,0.09,0.18,0.00,0.09,0.27,0.00
437,He simply derives pleasure from wandering and forgetting about the world around him. ,"On po prostu czerpie radość z tego, że wędruje i zapomina o bożym świecie.",14,74,6.98,4.83,5.34,3.15,4.54,4.81,52,6.98,1.54,26,7.08,1.51,26,6.88,1.57,,,,52,4.83,2.59,26,4.85,2.37,26,4.81,2.81,,,,56,5.34,2.5,26,5.35,2.37,30,5.33,2.61,,,,52,3.15,2.53,26,2.54,2.48,26,3.77,2.58,,,,52,4.54,2.59,26,4.27,2.53,26,4.81,2.65,,,,52,4.81,2.39,26,5.08,2.49,26,4.54,2.28,,,,425923.3571,149807,10.48,0.23,0.15,0.23,0.00,0.15,0.23,0.00
438,She is really attractive and I know of no man who could resist her.,"Ona jest naprawdę atrakcyjna i nie znam faceta, który by się jej oparł.",13,71,6.12,5.85,5.35,3.19,4.88,5.13,52,6.12,2.3,26,5.58,2.28,26,6.65,2.32,,,,52,5.85,2.23,26,6.12,2.19,26,5.58,2.27,,,,52,5.35,2.16,26,5.88,2.32,26,4.81,2,,,,52,3.19,2.59,26,3.15,2.66,26,3.23,2.53,,,,52,4.88,1.71,26,4.08,1.91,26,5.69,1.51,,,,52,5.13,2.44,26,5.5,2.38,26,4.77,2.5,,,,738446.7692,139801,11.41,0.08,0.25,0.25,0.00,0.08,0.00,0.33
439,She noticed his behavior and could not resist showing her disdain.,"Ona zauważyła jego zachowanie i nie mogła się powstrzymać, by nie okazać swojej pogardy.",14,88,4.42,4.91,5.65,4.44,4.35,5,50,4.42,1.67,24,4.38,1.58,26,4.46,1.74,,,,53,4.91,2.24,27,5.11,2.04,26,4.69,2.45,,,,52,5.65,2.28,26,6.12,2.42,26,5.19,2.15,,,,52,4.44,2.36,26,4.88,2.51,26,4,2.2,,,,52,4.35,2.4,26,4.19,2.38,26,4.5,2.41,,,,52,5,2.86,26,4.38,2.96,26,5.62,2.77,,,,850424.0714,69988.5,10.77,0.08,0.15,0.38,0.00,0.08,0.00,0.31
