Words,Length,AROU M,AROU SD,VAL M,VAL SD
pan (pot),3,2.788,2.114,5.219,0.892
pancake,7,4.853,2.328,6.314,1.617
panda,5,4.97,2.209,6.294,1.34
panic,5,5.688,2.442,2.273,1.136
panorama,8,5.25,2.264,5.882,1.529
panther,7,5.8,2.265,5.314,1.09
paper,5,3.655,1.844,5.645,1.002
paperclip,9,2.606,1.496,5.313,0.726
parachute,9,6.118,1.922,5.788,1.32
parade,6,6.059,1.955,6.8,1.489
paradise,8,7.485,2.105,8.375,1.341
paradox,7,4.875,2.103,4.483,1.193
paragraph,9,3.147,1.683,5.147,1.115
paralyse,8,4.514,2.347,1.829,0.91
paralysis,9,4.441,2.341,1.882,1.078
paranoid,8,5.618,2.839,2.286,1.209
parasite,8,4.486,2.371,2.303,1.267
parcel,6,5.429,2.221,6,1.085
parish,6,3.323,1.767,4.467,1.727
park,4,4.516,2.153,6.688,1.236
park (car),4,2.936,1.366,4.903,1.228
park (public land),4,5.057,1.851,6.543,1.518
parlour,7,4,1.862,5.516,1.215
parochial,9,3.813,1.509,3.867,1.821
parole,6,4.438,1.802,4.563,2.03
parrot,6,4.303,2.316,5.735,1.379
parsley,7,3.219,2.027,5.485,1.104
part,4,3.143,1.726,5,0.767
part (divide),4,4.125,1.933,4.212,1.174
part (portion),4,3.656,1.471,4.849,1.184
partial,7,3.206,1.745,5.118,1.051
particular,10,3.455,2.061,5.314,1.008
parts,5,4.065,1.703,5.125,0.6
party,5,7.242,1.724,7.059,1.434
party (celebration),5,7.559,1.594,8.147,0.944
party (group),5,6.063,2.076,6.457,1.461
pass,4,4.714,1.75,6.286,1.504
pass (move past),4,4,1.773,5.143,0.99
pass (permission),4,3.818,2.167,6.242,1.256
pass (route),4,3.143,1.869,5.235,0.689
passage,7,4.586,2.252,5.625,1.293
passageway,10,3.5,2.317,5.235,1.031
passion,7,7.576,1.741,8.125,1.139
passionate,10,8.177,0.923,8.143,0.93
passive,7,3,1.68,4.229,1.375
pasta,5,4.212,2.185,5.97,1.029
paste,5,2.882,1.694,5.121,0.686
pastry,6,4.177,2.107,5.971,1.32
patch,5,3.618,1.609,4.667,0.804
patch (area),5,2.912,1.502,4.909,0.712
patch (repair),5,3.647,1.813,6.177,1.339
patent,6,3.441,1.943,5.2,1.214
path,4,4.235,2.016,5.971,1.071
patient,7,3.971,1.689,6.677,1.366
patient (medical),7,4.324,1.874,4.333,0.974
patient (tolerant),7,3.941,1.846,7.029,1.543
patriot,7,5.323,2.306,6.129,1.68
patrol,6,3.677,1.936,4.6,0.869
patron,6,3.633,1.906,6.125,1.409
pause,5,2.879,1.701,4.882,0.867
payment,7,4.594,2.09,5.656,1.743
payroll,7,4.235,2.45,6.257,1.713
pea,3,3.097,1.838,5.226,0.974
peace,5,4.879,2.649,8.647,0.588
peaceful,8,4.382,2.668,7.824,1.248
peach,5,4.265,1.96,6.121,1.387
peacock,7,5.059,2.071,6.429,1.337
peal,4,3.394,1.705,5.147,0.845
peanut,6,3.343,1.999,5.147,1.033
pear,4,3.484,1.899,5.343,1.013
pearl,5,5.561,2.046,6.576,1.315
peas,4,3.364,2.042,5.431,1.067
pebble,6,3.219,1.781,5.455,0.891
pecan,5,3.143,2.044,5.182,0.458
peck,4,4.371,1.822,5.382,1.189
peculiar,8,5.059,1.846,4.563,1.321
peddle,6,3.412,1.801,5.03,1.114
peek,4,4.471,1.959,4.972,1.364
peel,4,3.485,1.893,4.939,0.814
peep,4,4.765,2.157,4.382,1.138
peer,4,4.667,1.837,5.8,1.527
peer (colleague),4,4.719,1.754,5.909,0.9
peer (look),4,4.559,1.928,5.265,0.885
peers,5,4.548,1.932,5.807,1.119
peg,3,2.794,1.586,5.059,0.684
pelt,4,4.839,1.762,4.121,1.2
pelvis,6,4.824,1.963,5.091,0.965
pen,3,2.912,2.106,5.364,0.731
pen (cage),3,3.313,1.81,4,1.436
pen (ink),3,3.941,1.939,5.429,1.022
penalty,7,4.091,2.08,3.258,1.741
pence,5,3.333,2.01,5.343,1.04
pencil,6,3.882,1.906,5.455,1.131
penguin,7,4.97,2.167,6.412,1.353
penicillin,10,4.548,1.881,6.936,1.684
penis,5,6.5,2.779,6.353,1.923
penny,5,3.5,1.984,5.871,1.008
pension,7,3.607,2.257,5.788,1.629
pensive,7,3.645,1.617,4.839,1.37
penthouse,9,5.853,2.51,6.219,1.98
people,6,5.697,2.081,6.333,1.385
pepper,6,4.412,2.016,5.382,1.138
pepper (black),6,3.941,1.999,5.171,1.055
pepper (lightly cover),6,3.849,1.893,5.455,0.856
pepper (vegetable),6,3.457,1.918,5.457,1.078
perceive,8,3.97,1.732,5.314,0.747
percent,7,3.265,1.72,5.182,0.672
perception,10,5.118,2.097,5.714,1.11
perform,7,5.97,1.992,6.394,1.043
performance,11,6.229,2.03,6.429,1.178
performer,9,6.353,2.056,6.853,1.263
perfume,7,5.849,1.987,6.821,1.712
period,6,3.849,2.002,4.324,1.277
periodical,10,2.719,1.807,4.758,0.986
periodical (intermittent),10,3.31,1.235,5.161,0.846
periodical (newspaper),10,3.355,1.752,5.267,0.772
perjury,7,4.821,1.872,2.786,1.292
perky,5,7,1.531,7.147,1.141
permanent,9,4.281,1.79,4.824,1.361
permission,10,4.088,1.946,5.6,1.553
perpetrator,11,6.226,1.827,2.25,1.146
persecute,9,5.455,2.297,2.667,1.57
persecution,11,5.294,2.19,2.235,0.972
persist,7,4.647,1.797,4.853,1.458
persistent,10,5.303,1.946,5.794,1.623
person,6,4.743,2.371,5.75,1.392
personal,8,5.647,1.984,6.086,1.519
personality,11,6.033,2.168,6.875,1.516
perspiration,12,4.118,1.891,3.697,1.623
pervert,7,4.781,2.792,1.618,1.213
pessimist,9,3.118,1.937,2.333,1.363
pest,4,4.219,2.218,2.906,1.1
pester,6,4.875,2.043,2.688,0.95
pet,3,5.5,2,6.828,1.261
petal,5,4.114,2.188,6.943,1.145
petrol,6,3.774,2.059,4.571,1.271
petty,5,3.969,2.084,2.939,1.841
phantom,7,5.294,2.371,3.406,1.221
pharmacist,10,3.471,1.882,6.294,1.618
pharmacy,8,3.788,1.855,5.471,1.398
phase,5,3.618,1.732,5.059,0.838
pheasant,8,3.031,1.61,4.941,0.873
phenomenal,10,7.4,1.76,8.086,1.251
phenomenon,10,6.886,1.45,6.886,1.617
philosophy,10,4.594,2.816,5.97,1.314
phone,5,4.563,2.12,5.355,1.333
photo,5,5.182,1.696,5.967,1.197
photographer,12,5.091,1.602,5.533,1.384
phrase,6,3.059,1.644,4.971,0.568
physical,8,6.029,1.636,6.171,1
physician,9,4.088,1.961,5.906,1.308
physics,7,3.788,2.396,5.457,1.696
pianist,7,5.114,2.214,6.194,1.243
piano,5,5.6,1.837,6.419,1.363
pick,4,4,1.938,5.531,0.901
picket,6,4.621,1.919,4.75,1.275
pickle,6,3.5,2.018,4.857,1.073
pickle (difficulty),6,4.188,1.828,3.121,1.409
pickle (preserve),6,3.235,1.783,5.152,1.048
picture,7,4.879,2.226,6.118,1.078
pie,3,5.147,2.451,6.2,1.369
piece,5,3.471,1.77,5.088,0.919
pier,4,4.552,2.094,5.438,1.456
pig,3,4.364,1.872,5.387,1.844
pigeon,6,3.219,2.042,4.788,1.148
pile,4,3.061,1.536,4.576,0.78
pill,4,4.625,1.933,4.406,1.057
pillow,6,4.914,2.26,6.343,1.218
pilot,5,4.774,2.239,6,1.537
pimp,4,4.2,2.34,2.879,1.754
pimple,6,3.594,2.075,2.813,1.285
pin,3,2.938,1.819,4.758,1.232
pinch,5,4.939,1.858,3.75,0.968
pine,4,3.242,1.955,5.147,1.004
pine (long for),4,5.485,2.176,3.818,1.403
pine (tree/wood),4,3.97,1.915,5.606,1.013
pineapple,9,4.235,2.001,6.088,1.245
pink,4,5.559,2.265,6.182,1.507
pint,4,4.788,1.95,5.765,1.373
pint (beer),4,4.829,2.478,5.743,1.592
pint (volume),4,4.606,1.969,5.514,1.156
pioneer,7,5.636,2.254,6.853,1.286
pipe,4,3.364,1.997,4.743,1.13
pipe (tobacco),4,3.625,2.355,4.03,1.732
pipe (water),4,2.6,1.711,5.118,0.758
pistol,6,4.794,2.587,2.941,1.589
piston,6,5.179,1.814,4.71,1.349
pitch,5,4.133,2.029,5.129,0.833
pitch (field of play),5,3.849,2.217,5.629,1.221
pitch (musical),5,5.528,2.267,5.75,1.211
pitch (tar),5,3.379,1.77,4.333,1.193
pitch (throw),5,4.485,1.861,5.273,0.962
pitiful,7,3.882,2.259,2.455,1.208
pity,4,3.515,1.708,3.226,1.007
pizza,5,6.188,2.128,7.033,1.303
plain,5,2.529,1.519,4.412,1.216
plan,4,4.061,1.757,6.088,1.067
plane,5,4.771,2.016,5.765,1.059
plane (aircraft),5,4.971,2.189,5.529,1.334
plane (surface),5,2.879,1.719,5.2,0.748
plane (wood),5,2.909,1.525,5.273,0.75
planet,6,5.514,2.005,6.371,1.436
plank,5,3.194,1.857,4.75,0.75
plant,5,3.618,1.879,6.515,1.351
plant (factory),5,3.242,1.892,4.286,1.343
plant (flower),5,4.324,1.981,6.5,1.091
plant (position),5,3.212,1.822,5.059,1.162
plantation,10,3.767,1.961,4.633,1.494
plasma,6,3.971,2.104,5.257,1.051
plaster,7,3.156,1.805,5,0.95
plaster (bandage),7,3.697,2.081,4.314,1.545
plaster (wall),7,2.647,1.696,5.091,0.9
plate,5,3.065,1.722,5.207,0.483
platter,7,3.853,1.734,5.5,1.007
play,4,6.829,1.781,7.543,1.051
play (game),4,6.188,1.758,6.618,1.329
play (stage performance),4,5.857,1.915,6.735,1.196
player,6,4.563,1.749,4.657,1.286
playful,7,7.353,1.326,7.486,1.36
plea,4,4.912,1.522,3.6,1.314
plead,5,4.455,2.324,3.091,1.083
please,6,4.829,2.118,6.971,1.298
pleasure,8,7.257,1.81,8.091,1.138
pledge,6,4.618,1.456,5.849,1.329
pliers,6,3.114,2.039,4.514,1.131
plight,6,4.613,2.15,3.807,1.712
plot,4,4.727,2.178,4.25,1.414
plot (conspiracy),4,6.647,1.57,2.912,1.358
plot (graph),4,3.059,1.714,5.294,0.892
plot (land),4,3.294,1.6,5.091,0.996
plot (story),4,4.882,1.967,5.727,0.993
plough,6,4.433,2.565,5.061,1.496
ploy,4,4.529,1.786,3.758,0.986
plug,4,2.857,1.552,5,0.728
plug (blockage),4,2.588,1.593,3.879,1.387
plug (electric),4,2.765,1.767,5.324,0.83
plum,4,3.5,2.033,5.606,0.952
plumber,7,3.344,1.707,5.424,0.986
plump,5,4.121,1.591,4.559,1.518
plural,6,3.677,1.767,5.226,0.551
poach,5,4.188,1.911,3.469,1.392
poach (cook),5,3.457,1.962,5.343,0.86
poach (hunt),5,4.656,2.3,2.829,1.54
pocket,6,2.882,1.762,5.219,0.892
poet,4,4.688,1.944,6.563,1.273
poetry,6,4.457,2.272,6.771,1.396
point,5,4.094,1.91,4.857,0.99
point (argument),5,5.485,2.258,4.455,1.742
point (finger),5,4.849,1.617,3.941,1.235
point (location),5,4.559,2.075,5.364,0.881
poison,6,4.697,2.564,1.971,0.923
poisoned,8,5.314,2.29,1.943,1.12
poke,4,4.938,2.15,4.571,1.46
poker,5,4.882,2.386,4.514,1.317
poker (cards),5,5.314,2.148,4.886,1.652
poker (rod),5,4.625,2.472,3.938,1.248
polar,5,4.353,2.14,4.818,0.575
pole,4,4,1.91,5.091,0.866
police,6,5.375,2.342,4.516,2.367
policeman,9,4.5,2.159,5.265,1.915
polish,6,3.857,2.219,5.833,1.19
polite,6,5.29,2.067,7.469,1
politician,10,4.03,2.007,4.29,1.745
poll,4,3.394,1.89,5.129,0.833
pollute,7,4.387,2.324,1.968,0.897
pollution,9,4.824,2.345,1.727,0.75
polyester,9,3.086,1.795,4.714,0.74
ponce,5,3.963,1.551,3.357,1.288
pond,4,3.971,2.022,5.486,1.025
pony,4,4.313,1.861,6.265,1.578
poodle,6,4.343,2.484,6.121,1.2
pool,4,4.941,2.222,6.324,1.344
pool (billiards),4,4.25,2.194,5.714,1.232
pool (shared),4,3.353,1.78,5.394,0.983
pool (water),4,5.629,1.868,6.114,1.036
poor,4,3.258,1.951,2.194,1.203
pope,4,3.206,2.041,5.029,1.859
population,10,4.063,1.836,5.794,1.389
pork,4,3.677,2.31,5.147,1.611
porpoise,8,3.821,2.019,5.889,1.343
port,4,3.152,1.893,5.114,0.82
port (harbour),4,3.546,2.031,5.546,0.956
port (wine),4,5.059,2.155,5.971,1.524
portal,6,4.529,2.047,5.394,0.694
porter,6,3.613,1.312,5.129,0.553
portion,7,4.059,1.909,5.4,1.101
portrait,8,4.324,1.859,5.735,0.949
position,8,4.571,1.887,5.294,0.749
positive,8,6.485,1.329,8.457,1.024
possess,7,5.286,1.98,4.912,1.772
possession,10,5.571,2.155,5.457,1.73
possessive,10,4.909,2.366,2.667,1.363
post,4,3.857,1.988,5.257,0.805
post (mail),4,3.824,2.307,5.758,1.074
post (pole),4,3.794,1.795,5.029,0.664
post (position),4,3.912,1.946,5.441,0.945
poster,6,3.771,1.929,5.306,1.126
postman,7,3.344,1.831,5.781,0.992
posture,7,4.03,1.784,6.156,1.372
pot,3,3.286,1.717,5.143,1.312
pot (drugs),3,5,2.318,4,2.074
pot (pan),3,2.429,1.358,5.212,0.477
potato,6,2.882,1.659,5.559,1.034
potent,6,5.5,2.092,5.353,1.607
pottery,7,3.379,1.865,5.364,0.771
poultry,7,3.382,2.142,5.118,1.676
pound,5,4.686,2.162,5.765,1.911
pound (dogs),5,4.03,2.037,4.219,1.615
pound (hammer),5,5.257,2.59,4.286,1.446
pound (money),5,4.576,2.4,6.375,1.556
pound (weight),5,3.353,1.829,4.882,1.182
poverty,7,4.594,2.957,1.771,1.354
power,5,5.882,2.576,5.781,2.218
powerful,8,7.031,1.551,6.625,1.576
powerless,9,4.059,2.287,2.2,1.39
practical,9,4.781,1.916,6.471,1.48
practice,8,4.844,2.167,6.212,1.572
prairie,7,4.1,2.271,5.767,1.116
praise,6,6.029,2.299,8.057,1.013
pram,4,3.719,1.972,5.735,1.196
prawn,5,3.371,2.071,4.886,1.008
pray,4,4.118,2.125,5.571,1.887
prayer,6,3.029,2.077,5.314,1.703
precise,7,4.9,1.868,6.667,1.682
predicament,11,4.912,2.254,3.229,1.017
preface,7,2.5,1.479,5.333,0.765
prefix,6,3,1.74,5,0.414
premium,7,4.912,2.406,6.97,1.766
present,7,5.235,1.941,6.788,1.451
present (gift),7,6.636,1.72,7.686,1.237
present (show),7,5.206,2.435,6.4,1.292
president,9,4.97,2.209,5.727,1.332
pressure,8,5.029,2.467,2.969,1.015
prestige,8,6.059,1.999,7.029,1.562
pretty,6,6.625,1.883,7.636,1.367
pretzel,7,4.029,2.36,5.5,0.947
prevent,7,3.818,1.731,4,1.213
preview,7,4.088,1.884,5.657,1.194
prick,5,5.265,2.355,2.939,1.476
prick (dick),5,5.121,2.826,3.088,1.805
prick (stab),5,4.697,2.153,3.242,1.129
pride,5,5.857,2.206,5.943,2.461
pride (feeling),5,6.125,2.132,7.063,1.836
pride (lions),5,5.829,2.035,6.294,1.506
primal,6,6.103,2.006,4.625,1.452
primary,7,3.581,1.828,6.032,1.092
prince,6,5.567,1.627,6.161,1.547
princess,8,5.971,2.242,7.265,1.614
print,5,4,1.661,5.281,0.624
prior,5,2.781,1.576,4.97,0.3
prison,6,5.063,2.061,1.906,0.98
prisoner,8,5.588,1.717,2.647,1.453
privacy,7,4.714,2.185,6.441,1.479
private,7,4.968,2.192,5.394,1.301
prize,5,6.936,1.268,7.438,1.144
probe,5,4.438,2.15,4,1.595
process,7,3.471,1.867,5.394,0.814
process (modify),7,3.571,1.975,5.629,1.197
process (procedure),7,3.088,1.579,4.941,0.765
process (understand),7,3.97,1.977,6.029,1.295
procession,10,3.844,1.922,5.618,1.058
product,7,3.829,1.797,5.059,0.906
production,10,4.971,2.242,6.286,1.343
profession,10,5.03,2.406,6.667,1.45
professional,12,6,2.056,7.257,1.499
professor,9,4.97,1.962,6.265,1.196
profile,7,4.147,1.833,5.242,0.698
profit,6,6.031,1.976,7.114,1.6
profound,8,5.333,2.602,6.371,1.495
programme,9,4.063,1.853,5.667,1.119
progress,8,5.559,2.075,7,1.576
progression,11,5.667,2.142,7.559,1.006
project,7,4.594,1.918,5.469,1.199
project (enterprise),7,5.114,2.227,6.303,1.167
project (protrude),7,4.697,2.181,4.879,1.32
projector,9,3.629,1.958,5.314,0.747
prolong,7,3.849,1.828,4.121,1.249
promote,7,5.516,1.949,6.971,1.224
promotion,9,5.588,2.224,7.394,1.391
prone,5,4.129,1.896,4.273,0.93
pronoun,7,3.324,1.874,5.257,0.873
proof,5,4.156,2.32,6.424,1.326
proper,6,3.839,1.953,6.094,1.809
property,8,3.6,1.93,5.714,1.232
prophet,7,5.065,2.228,6.088,1.634
propose,7,5.849,2.524,7.471,1.289
proprietor,10,3.129,1.827,5.222,0.875
prose,5,4.286,2.172,5.906,1.182
prosecute,9,5.5,2.592,2.8,1.283
prosecution,11,5.515,2.324,3.576,2.147
prosecutor,10,4.5,2.453,3.091,1.401
prosper,7,6.281,1.754,7.781,1.166
prosperity,10,6.382,1.895,7.735,1.686
prosperous,10,5.882,2.323,7.273,1.355
prostitute,10,4.486,2.655,2.471,1.419
protect,7,5.656,1.914,6.943,1.094
protected,9,5.2,1.564,7.314,1.008
protection,10,5.314,1.801,7.088,1.292
protest,7,6.258,2.155,4.273,1.83
proud,5,6.092,1.689,7.439,1.478
prove,5,4.588,2.378,5.824,1.382
provide,7,4.75,1.768,6.353,1.493
proxy,5,3.222,2.006,4.63,0.987
prudent,7,3.849,1.956,4.367,2.562
prune,5,3.091,1.815,4.303,1.425
prune (fruit),5,2.853,1.629,5.121,1.148
prune (trim),5,3.97,1.834,5.563,1.059
psychiatrist,12,4.788,2.114,5.281,1.772
psychologist,12,5.235,2.143,5.677,1.254
psychology,10,5.485,2.062,5.941,1.162
psychopath,10,6.4,2.207,1.686,1.09
psychotic,9,5.677,2.564,2.177,1.339
public,6,5.273,2.019,5.529,1.091
pudding,7,5.529,2.558,6.406,1.32
puffin,6,3.886,1.72,5.412,1.061
puke,4,3.061,2.411,2.032,0.897
pull,4,4.818,2.328,5.412,1.353
pull (attratcion),4,5.906,1.926,6.943,1.094
pull (drag),4,3.849,2.204,4.029,1.317
pulley,6,3.065,1.664,5.179,0.804
pulpit,6,3.148,1.995,4.714,1.333
pulse,5,5.656,2.159,6.059,1.434
pulse (e.g. beans),5,3.719,1.841,5.167,1.036
pulse (heartbeat),5,6.294,1.672,6.412,1.478
pump,4,4.706,2.217,5,1.163
pumpkin,7,4.125,2.176,5.606,1.179
pumps,5,3.429,1.902,4.971,0.81
pumps (equipment),5,3.177,1.79,5.057,0.715
pumps (shoes),5,4.735,2.2,5.515,1.048
punch,5,5.567,2.472,2.742,1.294
punch (drink),5,5.857,1.869,5.829,1.665
punch (strike),5,6.333,2.383,2.03,0.969
pungent,7,4.765,2.486,3.242,1.371
punish,6,4.8,2.493,1.853,1.24
punishment,10,6.125,1.709,2.375,1.083
pupil,5,3.914,1.61,5.364,0.771
pupil (eye),5,3.813,1.991,5.429,1.249
pupil (school),5,3.429,1.4,5.657,1.82
puppy,5,6.727,2.219,7.667,1.374
pure,4,5.333,2.445,7.697,1.507
purple,6,5.344,1.898,6.333,1.223
purse,5,4.813,1.944,5.581,0.908
pursue,6,6.469,1.936,6.057,1.351
pursued,7,5.212,2.253,4.818,1.678
pursuit,7,5.853,2.264,5.794,1.641
pus,3,3.933,2.449,2.875,1.192
push,4,5.088,1.884,4.286,1.255
pussy,5,5.697,2.646,5.029,2.079
pussy (cat),5,5.212,2.496,6.382,1.415
pussy (vagina),5,5.936,2.663,4.97,2.181
pussy (wimp),5,3.771,2.38,2.4,1.418
putrid,6,3.28,2.375,1.731,0.983
puzzle,6,5.118,2.246,5.429,1.517
puzzle (jigsaw),6,5,2.132,5.706,1.125
puzzle (mystery),6,5.879,2.384,5.382,1.627
pyramid,7,4.129,1.996,5.625,1.053
python,6,5.588,1.881,4.182,1.424
quack,5,3.939,2.044,4.735,1.559
quack (charlatan),5,4.429,2.321,3.143,1.575
quack (duck),5,4.441,2.131,5.588,1.032
quality,7,5.441,2.199,7.324,1.049
quantity,8,3.382,2,5.382,0.768
quantum,7,4.571,2.654,5.5,1.243
quarrel,7,5.152,2.35,3.029,1.071
quarry,6,3.931,2.149,5.031,1.212
quay,4,3.5,1.784,5.069,0.64
queen,5,4.906,2.337,5.576,2.216
queen (gay),5,4.853,1.987,5.294,1.963
queen (king),5,5.576,2.118,6.394,1.722
quest,5,5.943,2.013,6.412,1.191
question,8,4.686,2.376,5.882,1.471
queue,5,2.636,1.298,3.5,1.392
quibble,7,3.387,1.912,3.469,1.03
quick,5,6,2.243,6.188,1.236
quiescent,9,4.353,2.325,5.2,1.939
quiet,5,4.063,2.318,5.688,1.21
quietly,7,3.758,1.923,5,1.299
quill,5,4.067,1.879,5.355,0.743
quit,4,4.242,2.375,2.588,1.061
quite,5,3.531,1.52,5,1.128
quitter,7,3.177,1.87,2.486,1.697
rabbi,5,3.839,2.034,4.909,1.422
rabbit,6,4.286,2.132,6.059,1.056
rabies,6,4.697,2.769,1.765,1.113
raccoon,7,4.094,2.227,5.143,0.96
race,4,4.853,2.13,5.303,0.834
race (colour),4,4.714,1.845,5.029,1.383
race (contest),4,5.871,2.575,5.516,1.542
racist,6,3.912,2.811,1.229,0.539
racket,6,4.515,1.971,4.912,1.442
racket (noise),6,4.969,2.778,3.706,1.466
racket (tennis),6,3.969,2.128,5.469,0.866
radiant,7,7.233,1.283,7.781,1.138
radiator,8,3.467,1.746,5.742,1.106
radio,5,5.063,2.304,6.059,1.136
rage,4,6.486,2.075,2.057,0.984
rail,4,3.667,1.787,5.091,0.965
railroad,8,3.969,1.96,5.242,1.303
rain,4,4.636,2.447,3.971,1.823
rainbow,7,6.088,2.147,7.943,1.194
rainforest,10,5.939,1.984,6.719,1.397
raise,5,5.206,2.111,6.765,1.307
raise (bring up),5,4.706,1.856,6.727,1.309
raise (increase),5,5.824,2.036,6.824,1.224
raise (lift),5,4.829,1.682,6.257,1.317
raisin,6,2.844,1.986,5.424,0.954
ranch,5,3.857,2.016,5.343,0.826
rancid,6,4.114,2.846,1.788,1.037
random,6,4.733,1.965,4.97,1.267
randy,5,6.226,1.979,4.742,1.565
range,5,2.849,1.69,5.4,0.991
range (array),5,3.5,1.904,5.324,1.049
range (outdoors),5,4.938,2.331,5.903,1.593
ranger,6,4.618,2.072,5.333,1.363
rank,4,4.563,1.731,5.171,1.715
rank (foul),4,3.75,2.398,2.031,1.159
rank (position),4,4.152,2.388,5.088,1.039
rape,4,5.324,3.261,1.03,0.171
rapist,6,5.059,2.93,1.257,0.553
rare,4,5.353,2.208,5.647,1.643
rare (uncommon),4,6.281,2.065,6.371,1.79
rare (uncooked),4,3.382,1.91,4.394,1.613
rash,4,3.571,2.004,2.829,1.159
rash (reckless),4,5.273,2.352,3.182,1.766
rash (skin),4,3.257,2.26,2.382,1.237
raspberry,9,5,2.229,6.485,0.989
rat,3,3.657,2.177,3.424,1.498
rat (animal),3,4.563,2.29,4.03,1.566
rat (inform),3,3.857,2.219,3.257,1.48
rate,4,4.061,1.89,5.031,1.132
rather,6,3.875,1.709,5.152,1.209
rating,6,3.471,1.819,5.029,0.954
ration,6,3.242,1.652,4,1.042
rattle,6,4.455,2.031,5.061,1.071
rattlesnake,11,5.469,2.562,3.531,1.414
raven,5,4.546,2.401,4.688,1.975
razor,5,5.636,2.158,4.406,1.389
react,5,5.294,2.094,5.063,1.273
reaction,8,4.818,1.696,5,0.756
read,4,5.571,2.115,6.735,1.4
real,4,5.314,2.011,6.371,1.333
realize,7,4.939,2.282,6.303,1.218
rear,4,4.343,2.124,4.706,0.925
rear (behind),4,4.571,2.296,4.941,1.349
rear (raise),4,3.849,1.794,5.576,1.596
reason,6,4.594,2.163,6.265,1.171
reasonable,10,3.971,1.993,7.057,1.372
reassure,8,5.219,2.103,7.469,0.968
reassuring,10,4.706,2.136,7.424,1.102
rebound,7,4.714,2.022,3.943,1.881
recall,6,4.156,1.394,5.406,0.744
recent,6,3.441,1.85,5.265,0.559
recital,7,3.849,1.743,5.606,0.983
recite,6,3.758,1.892,5.343,1.013
recognition,11,4.618,1.847,6.471,1.064
recognize,9,5.118,1.922,6.647,1.054
record,6,4.121,1.838,5.485,1.077
record (information),6,3.6,2.18,5.235,1.554
record (to register),6,3.516,1.932,5.387,0.939
rectangle,9,2.765,1.664,5.257,0.805
red,3,6.03,2.443,5.486,1.763
reduce,6,3.029,1.715,4.121,1.008
reef,4,4.839,1.816,6,1.164
reel,4,3.355,1.77,5.226,0.831
refill,6,3.971,1.828,5.6,1.047
reflect,7,4.452,1.433,6.212,1.066
reflection,10,5.281,2.197,6.03,1.381
reflex,6,4.941,1.939,5.735,1.038
refresh,7,5.429,2.182,7,1.213
refreshment,11,5.788,1.719,6.818,1.192
refrigerator,12,4.226,2.121,5.677,1.059
refugee,7,5.258,1.759,3.156,1.873
reggae,6,4.813,2.083,5.97,1.425
regime,6,5.219,2.161,4.156,1.986
region,6,3.086,1.519,5.059,0.725
regional,8,2.844,1.583,5.088,0.373
register,8,3.5,1.765,5.069,0.785
regret,6,3.647,2.099,2.4,0.932
regular,7,3.5,1.736,5.257,0.84
regulation,10,3.313,2.022,4.424,1.826
reindeer,8,4.971,2.348,6.343,1.413
reject,6,4.171,2.558,2.088,0.981
rejected,8,4.515,2.607,1.688,0.768
relate,6,4.121,1.903,6.147,1.061
relation,8,3.912,2.035,6.222,1.272
relative,8,4.875,2.19,6.194,1.281
relax,5,4.688,2.698,7.625,1.293
relaxing,8,3.406,2.192,7.727,0.962
relay,5,4.303,1.946,5.457,0.936
release,7,5.281,1.908,6.156,1.121
reliable,8,4.647,2.113,7.771,1.244
relic,5,4.546,2.061,5.563,1.197
relieved,8,5.152,1.708,7.2,1.037
religion,8,4,2.787,4.485,2.002
relish,6,5.5,2.355,6.364,1.41
remark,6,3.636,1.738,4.697,0.717
remarkable,10,6.629,1.587,7.559,1.418
remedy,6,4.567,2.216,7.032,1.332
remind,6,3.382,1.591,5.394,1.205
reminder,8,4.031,1.879,5.529,1.419
remorse,7,3.546,2.297,3.794,1.906
remorseful,10,3.906,2.082,4.303,1.93
remote,6,3.4,1.711,4.706,1.362
remote (controller),6,3.667,2.127,5.412,1.088
remote (distant),6,3.455,1.742,3.364,1.473
rendezvous,10,5.903,2.022,6.276,1.201
rent,4,3.412,1.881,3.971,1.445
repel,5,4.323,2.374,2.938,1.248
repent,6,3.875,1.833,4.471,2.061
replace,7,3.485,1.94,4.6,1.314
replacement,11,3.914,1.442,4.118,1.43
report,6,3.371,1.914,4.543,0.996
reporter,8,4.476,1.934,4.875,1.206
reptile,7,4.086,2.347,4.543,0.966
reptilian,9,4.143,2.497,4.182,1.403
request,7,4.677,1.711,5.344,0.643
rescue,6,6.364,1.592,7.656,1.162
research,8,5.387,2.105,7.103,1.213
researcher,10,4.807,2.116,6.281,1.125
resent,6,5.091,1.712,2.364,1.01
resentful,9,4.706,2.674,1.97,0.758
resentment,10,4.8,2.66,1.941,1.235
reserve,7,3.515,1.76,5.226,1.156
reserved,8,3.618,1.799,4.576,1.436
reset,5,3.813,1.776,4.969,1.212
resident,8,3.2,1.786,5.457,1.227
residential,11,3.303,1.834,5,1.073
residual,8,3.419,1.642,4.667,0.789
residue,7,3.091,1.602,4.147,1.061
resign,6,3.936,1.883,3.594,1.114
resort,6,4.367,1.975,5.781,1.745
respect,7,5.743,1.73,7.939,0.814
responsibility,14,4.647,2.113,6.059,1.83
responsible,11,5.265,2.305,6.667,1.491
rest,4,3.625,2.132,6.438,1.54
restaurant,10,5.6,1.792,6.257,1.36
