sentence,Valence,Arousal
"No, wait no, no that's not my point.  My point is there is no point and coming all the way down here if we just turn around and go home.",3.0,4.0
"No, we don't just give you things.  We're- we're-",2.5,2.5
"No, we have- There's got to be something you can do.  You can't go.",2.0,3.6667
"No, we won't.",2.0,3.6667
"No, we won't.  Augie it's like waiting for Santa Claus to come.  I feel like I am going to spend my entire life standing on the beach with my eyes wide open and my hands clasp expectantly in front of me waiting for the fish to show up and the fish will not show up.",1.5,4.5
"No, we won't.  It's like waiting up for Santa Clause or something.  I feel like as though my whole life is going to be standing on the beach waiting with my eyes opened expectantly, my hands clasped neatly in front of me, waiting for fish to show up.  And the fish will not show up.",1.6667,4.0
"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.",2.0,4.0
"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.  I feel as though my entire life is going to be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",1.5,4.5
"No, we won't.  It's pointless.  It's like waiting up to see Santa Clause.",1.5,4.0
"No, well maybe it's because I'm like frustrated 'cause I can't get a job, you know.",1.5,4.5
"No, what is it, Chris?  Your mother?",2.5,3.0
"No, what is it, your mother?",2.5,3.0
"No, what is it?  Is your mother?",3.0,3.0
"No, what is it?  Your mother?",2.0,3.5
"No, wrong number.",2.5,3.0
"No, yes -- so",4.0,3.5
"No, you deserve to cry. I mean, tears of happiness.",4.0,2.5
"No, you don't.  I'm a pretty tough guy.",2.4,3.1
"No, you don't. I'm a pretty tough guy.",2.9166499999999997,2.25
"No, you have to buy it now.  It's like thirty dollar extra.",3.0,1.6667
"No, you'll never forget him.",3.0,3.0
"No, you're not going out like this. No you're not.",2.0,3.5
"No, you're not.",2.5,4.5
"No, you're right.  I don't.  You're right.",2.0,2.5
"No, you've got to believe.",2.0,2.5
No- I don't have a sim card because it's Verizon and you guys don't use sim cards.,2.0,3.5
No.,2.335615068493151,2.5547931506849313
No.  An I got accepted to U.S.C. party. [LAUGHTER],4.5,4.5
No.  But I'm not going to stay.,3.75,2.0
"No.  But I'm thinking I might, you know, like audition for a play or something.  I don't really want to do the sorority thing.  I'm not really feeling that vibe with the",3.5,3.5
"No.  But it has an outline, you know.",3.0,3.5
"No.  Chris, what is it?  Is it your mother?",2.5,3.5
No.  I - I figured the best thing was to leave him alone.,2.5,2.5
No.  I am just making myself fascinating for you.,2.5,3.0
"No.  I don't want a -- look, your father thinks he's coming back, Chris.  You marry that girl and you're pronouncing him dead.  Now, what's going to happen to your father; do you know?  Because, I don't.",2.0,2.5
No.  I figured I'd just let it wait.,2.0,2.0
No.  I figured it was best to leave him alone.,2.1666666666666665,3.0
No.  I figured the best thing to do was leave him alone.,2.5,2.5
No.  I know.  Me neither.,2.6667,3.0
"No.  I mean, don't you get insurance when you buy your ticket or something?",2.0,3.3333
"No.  I need another ID, a separate one.",2.0,3.5
No.  I think you might be right.  Maybe this is the spot after all.,4.0,3.0
No.  I thought it was best to leave him alone.,3.0,2.5
No.  I'm a pretty tough guy.,2.5,3.0
"No.  I'm beginning to think you might be right. I think  this might be the spot after all.  Augie, I'm sorry.",3.6667,2.6667
"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",2.5,2.5
No.  I'm just going to check--,2.0,2.5
No.  I'm just gonna go have a fantastic day now.,4.5,3.5
No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.,2.5,3.5
"No.  I'm just working in restaurants and stuff. But, I'm also trying to audition and what not.  So, it's --",2.5,2.5
"No.  I'm not getting defensive.  I'm not getting defensive.  No. I asked you a question, you told me.  What?",2.0,4.0
No.  I'm not going anywhere.  I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.,2.5,4.5
"No.  I'm not going to...yeah, they'd laugh in my face.",2.0,2.0
No.  I'm not sorry.  But I'm not going to stay.,2.5,3.5
No.  It doesn't.  And you can't think like that.,2.6667,3.3333
"No.  It's alright.  It's a good thing, you know?",3.5,3.0
No.  It's his god damned newspapers is what it is.  Now every month there's a new boy comes home and Larry's going to be the next one.,2.0,4.0
No.  It's like it's harder than getting into Harvard.,4.5,5.0
"No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive.",2.5,3.5
No.  Let me see.,4.25,3.75
No.  No browns.,3.5,3.0
"No.  No it isn't.  That's very laughable, a cunning little mystery all done with mirrors.",3.5,3.0
No.  No.,1.5,3.0
No.  No.  I don't know. You know what? I'm going to call my lawyer. You know what?  That's what I'm going to do.  I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.,1.5,4.5
No.  No.  No.  What I need you to do -- I need you to write checks for -- I need you to write three of them. That'll be satisfactory.,3.0,3.0
No.  No.  No. No. You have to help me.,1.5,4.5
"No.  Nobody in my house better dare and challenge her faith.  You know and maybe strangers but not his father, not his brother.",2.0,4.0
No.  Nothing like that.,2.0,2.5
No.  Now I'm going to take this from you because you are obviously misleading,2.5,3.0
"No.  Of course, our flashlight.  Yours and mine.  Me flashlight is su flashlight, naturally.",2.5,4.0
No.  Okay.  We're not charging you for any of these months.  We're going to give you three months free.,3.0,2.0
No.  She's not his girl Joe and she knows that.,2.0,3.0
"No.  She's not his girl, Joe.  She knows she's not.",2.0,3.3333
No.  Thank you.,2.5,3.0
No.  That fire will fade along with our passion.,3.1666666666666665,3.3333333333333335
No.  That's just foam.  I don't know.  I can't tell.,2.5,2.5
No.  There's regular jobs on there.,3.0,2.5
"No.  What is it Chris, your mother?",2.5,2.5
"No.  What is it, Chris. Your mother?",2.0,3.5
"No.  What is it, your mother?",2.5,2.5
No.  Wrong number. [LAUGHTER],4.5,3.5
"No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't",2.5,3.5
"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",2.5,3.5
No.  You couldn't go get another one.,3.0,3.5
No.  You didn't get into production.  There's no way.,2.5,4.0
No.  You don't.  I'm a pretty tough guy.,2.5,2.4166499999999997
No.  You filled out the back part.  You were supposed to fill out the front portion only.,2.0,4.0
No.  You know what you get?  You know what you get?  You get this.,1.5,3.0
"No.  You think I knew that there'd be times when you'd look at me like a used Kleenex?  Or that I'd look at you and think, holy hell, when's the next flight to Alaska?",2.0,4.0
No. Football's boring.,2.5,3.0
No. Hawaii's for honeymoons. But uh--,3.5,3.0
No. I figured it was best to leave him alone.,2.5,2.5
No. I got a sixteen hundred on my S.A.T..,2.5,3.0
No. I need another set of ID to prove this is actually you.,2.0,3.5
No. I'm just as happy as you are.  This is--,4.5,3.75
No. I'm not sorry. It's-,3.0,3.0
No. Just making myself fascinating for you.,3.0,2.5
No. No,4.3333,3.3333
No. No plans. or any- and probably,3.0,4.0
"No. No, it isn't.  Death is very laughable.  Such a cunning little mystery.  All done with mirrors.",3.6667,3.3333
"No. No, it isn't. Death's very laughable. A cunning little mystery. All done with mirrors.",3.5,3.5
"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",1.5,4.5
No. No.,2.0,3.5
No. No. I heard- I heard what you said.,2.0,4.5
No. No. I think you might be right. I think this may be the spot after all.,4.0,2.5
"No. No. Of course our flashlight yours and mine. Mi flashlight, es su flashlight, naturally.",3.5,2.5
No. No. That's not my point.  The point is there's no point in coming down if we just leave.  Don't you want to see it?,2.5,3.0
No. No. That's not my point. The point is there is no point in coming down here if we just leave. Don't you want to see it?,2.5,2.5
No. Of course not.,2.5,3.5
No. The fire will fade along with our passion.,3.5,2.0
"No. Well that's what I said, spur of the moment--and she goes, she goes,",4.5,3.5
No. What is it?  Is it your mother?,2.0,2.3333
No. What is it? Is it your mother?,2.0,3.5
"No. no  Uh, no one told you that you needed your original birth certificate.",2.5,2.0
No...,1.6667,3.3333
No...No...No...,1.3333,4.0
No?,3.0,3.0
Nobody comes seven hundred miles just to see.,2.380942857142857,2.8333285714285714
"Nobody in her- this house dares shake her faith.  Strangers might, but not his father, and not his brother.",2.0,3.5
"Nobody in my house better ever dare-dare to challenge her faith. Maybe strangers, but not his father, not his brother.",2.0,4.0
"Nobody in this house dares take away her faith Joe.  Her- strangers might but not her father, not her brother.",1.5,3.0
"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.",1.5,2.0
"Nobody in this house dares take her faith away Joe. Strangers might, but not his father, not his brother.",2.0,3.3333
"Nobody in this house dares take her faith away, Joe.  Strangers might but not his father, not his brother.",2.0,3.5
"Nobody in this house dares take her faith away, Joe.  Strangers might, but not his father, not his brother.",2.0,3.6667
"Nobody in this house dares take her faith away, Joe?  Strangers might, but not his father, not his brother.",2.0,2.3333
"Nobody in this house dares takes her faith away, Joe.  Strangers might, but not his father, not his brother.",2.3333,3.3333
Nobody knows we're here except Freda and she wouldn't ring up.,2.5,4.0
"Nobody knows we're here, except Freda and she wouldn't ring up.",2.0,4.0
Nobody travels seven hundred miles just see.,2.0,4.5
Nobody's even here.  Your parents live on the other side of the country.,1.5,3.0
Nobody's ever gonna forget him.,2.6667,3.3333
Non-sense they have bags of venom behind their fangs and they snap.,2.0,2.5
"Nonsense, they have a little bag of venom behind their fangs and they snap.",2.0,3.5
"Nonsense, they've got a little bag of venom behind their fangs and they snap!",1.5,3.5
Nonsense.  They have a bag of venom behind of fangs and they snap.,2.0,4.0
Nonsense.  They have a bag of venom behind their fangs and they snap. They snap.,2.0,4.5
Nonsense.  They have a little bag of venom behind their fangs and they snap.,2.5,3.5
"Nope, I don't. I don't have-",2.5,3.5
"Not a lot.  I mean, I wouldn't want to live with more than three other people.  So, like four of us total, right?",3.5,3.0
Not at all.  I quite like it.  I wear it often.,2.5,3.0
Not at all.  It was very pretty.  I still have it and I wear it often.,3.1666666666666665,3.5
Not at all. It was very pretty. And I wear it all the time. I still have it.,2.0,3.5
Not at all. It was very pretty. I still wear it often.,2.0,3.5
"Not going to show - well isn't like - wouldn't it just be at the airport, that, like, if it didn't get on the other plane",2.5,4.0
"Not just me, look at all of these people.",2.5,3.5
Not like that you're not.,3.5,2.6190428571428575
"Not like that, you're not.",3.5,2.25
"Not on campus, but um- I probably won't live too far.  Maybe, I don't know, I might go to Silver Lake or something.",3.5,2.5
Not particularly.,2.3,2.55
"Not sorry, no but I'm not staying.",2.5,3.0
"Not sorry, no.  I can't stay here.",4.0,1.5
Not to mention I have my work in there.,1.5,4.5
Not very funny darling.  Why don't you have some more brandy?,1.5,3.5
"Not very funny dear.  In fact, maybe you better have some more brandy.",2.5,3.0
"Not very funny my dear, you better have some more Brandy.",2.5,3.5
"Not very funny, darling.  Why don't you have some more brandy.",2.5,3.5
"Not very funny, dear, you better have some more brandy.",2.5,2.0
"Not very funny, dear.  You'd better have some more brandy.",2.3333333333333335,3.0
Not very good.,2.0,1.5
"Not- Not selling pot, right?",3.0,2.5
Not- Would you shut up.,2.5,2.5
Nothing I'm trying seems to work. Just-,1.5,4.5
Nothing's impossible.,2.5,2.5
Nothing.,2.25,2.9375
"Nothing.  Are you going out somewhere, darling?",2.5,3.0
